statusID,sensorName,value1,value2,value3,timestamp
5,3-axis Gyroscope,0.0074570784,0.22158176,0.044742472,1556444563747
5,Linear Acceleration,-5.6409636,16.93727,1.2223539,1556444563747
5,Gravity,5.6744823,-7.9973197,-0.11623269,1556444563746
5,3-axis Accelerometer,0.18674773,9.595961,0.9672575,1556444563752
5,3-axis Gyroscope,0.033024207,0.23862651,0.019175345,1556444563752
5,Linear Acceleration,-5.483393,17.596973,1.0278527,1556444563752
5,Gravity,5.6701407,-8.001014,-0.060595125,1556444563752
5,3-axis Gyroscope,0.06604841,0.25886714,0.005326485,1556444563757
5,Linear Acceleration,-5.4794235,17.600016,0.97059256,1556444563756
5,Gravity,5.666171,-8.004055,-0.0033350626,1556444563757
5,3-axis Accelerometer,0.35434186,10.419566,0.79487497,1556444563762
5,3-axis Gyroscope,0.08628905,0.27058542,-0.0042611877,1556444563762
5,Linear Acceleration,-5.3080363,18.426107,0.7386713,1556444563762
5,Gravity,5.6623783,-8.006541,0.056203686,1556444563762
5,3-axis Gyroscope,0.09055024,0.25886714,-0.0085223755,1556444563767
5,Linear Acceleration,-5.3041706,18.428226,0.68093914,1556444563767
5,Gravity,5.6585126,-8.008661,0.11393581,1556444563767
5,3-axis Accelerometer,0.2873042,10.888829,0.7469909,1556444563772
5,3-axis Gyroscope,0.09055024,0.22158176,-0.0031958907,1556444563772
5,Linear Acceleration,-5.366959,18.899452,0.5749445,1556444563772
5,Gravity,5.6542635,-8.010624,0.17204641,1556444563772
5,3-axis Gyroscope,0.088419646,0.16831692,0.0031958907,1556444563777
5,Linear Acceleration,-5.3623166,18.901333,0.51904714,1556444563777
5,Gravity,5.649621,-8.012504,0.22794376,1556444563777
5,3-axis Accelerometer,0.35434186,10.898406,0.89543146,1556444563781
5,3-axis Gyroscope,0.08309316,0.12144385,0.0074570784,1556444563781
5,Linear Acceleration,-5.290332,18.912647,0.612596,1556444563782
5,Gravity,5.644674,-8.01424,0.28283548,1556444563782
5,3-axis Gyroscope,0.09055024,0.07883197,0.017044751,1556444563787
5,Linear Acceleration,-5.2849207,18.91437,0.55864334,1556444563787
5,Gravity,5.6392627,-8.015964,0.3367881,1556444563786
5,3-axis Accelerometer,0.40222588,10.534488,1.043872,1556444563791
5,3-axis Gyroscope,0.09374613,0.05646074,0.033024207,1556444563792
5,Linear Acceleration,-5.2308555,18.55236,0.6533673,1556444563792
5,Gravity,5.6330814,-8.017874,0.39050475,1556444563792
5,3-axis Gyroscope,0.08628905,0.043677174,0.05646074,1556444563796
5,Linear Acceleration,-5.2237124,18.554623,0.60040575,1556444563796
5,Gravity,5.6259384,-8.020134,0.44346625,1556444563796
5,3-axis Accelerometer,0.5554548,9.792285,0.9720459,1556444563802
5,3-axis Gyroscope,0.059656627,0.018110048,0.08309316,1556444563801
5,Linear Acceleration,-5.062113,17.815277,0.47715265,1556444563802
5,Gravity,5.6175675,-8.022992,0.49489325,1556444563802
5,3-axis Gyroscope,0.0063917814,-0.031958908,0.116117366,1556444563808
5,Linear Acceleration,-5.0512156,17.819809,0.42937374,1556444563808
5,Gravity,5.6066704,-8.027525,0.54267216,1556444563808
5,3-axis Accelerometer,0.36870706,9.069236,0.6847417,1556444563811
5,3-axis Gyroscope,-0.070309594,-0.10652969,0.16405573,1556444563811
5,Linear Acceleration,-5.2283278,17.100348,0.09750962,1556444563812
5,Gravity,5.597035,-8.031112,0.58723205,1556444563812
5,3-axis Gyroscope,-0.14381509,-0.16192514,0.21732058,1556444563817
5,Linear Acceleration,-5.214812,17.106848,0.05904621,1556444563816
5,Gravity,5.583519,-8.037612,0.62569547,1556444563816
5,3-axis Accelerometer,0.15801731,8.623915,0.62728083,1556444563821
5,3-axis Gyroscope,-0.19068815,-0.18429637,0.24821419,1556444563822
5,Linear Acceleration,-5.410851,16.668789,-0.034619212,1556444563822
5,Gravity,5.568868,-8.044873,0.66190004,1556444563821
5,3-axis Gyroscope,-0.21305938,-0.18642697,0.2428877,1556444563826
5,Linear Acceleration,-5.3964825,16.675714,-0.07018471,1556444563826
5,Gravity,5.5544996,-8.0518,0.69746554,1556444563826
5,3-axis Accelerometer,-0.08140286,9.102755,0.545878,1556444563832
5,3-axis Gyroscope,-0.2109288,-0.16831692,0.2056023,1556444563832
5,Linear Acceleration,-5.62231,17.160778,-0.1869222,1556444563832
5,Gravity,5.5409074,-8.058023,0.7328002,1556444563831
5,3-axis Gyroscope,-0.18962285,-0.119313255,0.15233746,1556444563836
5,Linear Acceleration,-5.6112084,17.164783,-0.22569656,1556444563836
5,Gravity,5.5298057,-8.06203,0.77157456,1556444563837
5,3-axis Accelerometer,-0.023942016,9.878476,0.45489833,1556444563842
5,3-axis Gyroscope,-0.16938221,-0.07776668,0.094811425,1556444563841
5,Linear Acceleration,-5.544421,17.942936,-0.35701284,1556444563841
5,Gravity,5.520479,-8.06446,0.81191117,1556444563841
5,3-axis Gyroscope,-0.15340276,-0.059656627,0.043677174,1556444563846
5,Linear Acceleration,-5.536972,17.943727,-0.39869085,1556444563847
5,Gravity,5.51303,-8.065251,0.8535892,1556444563847
5,3-axis Accelerometer,-0.11971009,10.505757,0.46447513,1556444563851
5,3-axis Gyroscope,-0.12783563,-0.017044751,0.0021305939,1556444563851
5,Linear Acceleration,-5.6266193,18.57043,-0.43296793,1556444563851
5,Gravity,5.5069094,-8.064672,0.89744306,1556444563851
5,3-axis Gyroscope,-0.092680834,0.067113705,-0.020240642,1556444563857
5,Linear Acceleration,-5.620914,18.568901,-0.4804543,1556444563857
5,Gravity,5.501204,-8.063143,0.9449294,1556444563857
5,3-axis Accelerometer,0.1436521,10.6877165,0.60333884,1556444563861
5,3-axis Gyroscope,-0.04900366,0.16725162,-0.033024207,1556444563861
5,Linear Acceleration,-5.3516207,18.748623,-0.3937441,1556444563861
5,Gravity,5.4952726,-8.060906,0.99708295,1556444563862
5,3-axis Gyroscope,-0.0042611877,0.23010413,-0.04154658,1556444563867
5,Linear Acceleration,-5.345543,18.745604,-0.45003247,1556444563867
5,Gravity,5.489195,-8.057887,1.0533713,1556444563867
5,3-axis Accelerometer,0.6655881,10.596737,1.0773908,1556444563871
5,3-axis Gyroscope,0.025567126,0.23756121,-0.04900366,1556444563871
5,Linear Acceleration,-4.8174133,18.651306,-0.032114506,1556444563871
5,Gravity,5.483001,-8.054569,1.1095053,1556444563871
5,3-axis Gyroscope,0.045807768,0.18855755,-0.057526033,1556444563876
5,Linear Acceleration,-4.811691,18.647198,-0.088756084,1556444563876
5,Gravity,5.4772787,-8.05046,1.1661469,1556444563876
5,3-axis Accelerometer,0.7326257,10.338163,1.1923125,1556444563882
5,3-axis Gyroscope,0.050068956,0.12570503,-0.058591332,1556444563883
5,Linear Acceleration,-4.7396812,18.383545,-0.030833721,1556444563883
5,Gravity,5.4723067,-8.045382,1.2231462,1556444563883
5,3-axis Gyroscope,0.050068956,0.07244019,-0.053264845,1556444563887
5,Linear Acceleration,-4.733986,18.379108,-0.084306,1556444563887
5,Gravity,5.4666114,-8.040945,1.2766185,1556444563888
5,3-axis Accelerometer,0.58418524,9.974244,1.3311762,1556444563892
5,3-axis Gyroscope,0.03728539,0.02450183,-0.05219955,1556444563891
5,Linear Acceleration,-4.87666,18.010742,0.0029160976,1556444563891
5,Gravity,5.460845,-8.036497,1.3282601,1556444563891
5,3-axis Gyroscope,0.022371236,-0.01065297,-0.05539544,1556444563896
5,Linear Acceleration,-4.871379,18.005827,-0.047553062,1556444563896
5,Gravity,5.455564,-8.031583,1.3787292,1556444563896
5,3-axis Accelerometer,0.39264908,9.940725,1.2018893,1556444563901
5,3-axis Gyroscope,0.015979454,-0.02130594,-0.053264845,1556444563901
5,Linear Acceleration,-5.0576925,17.967117,-0.22681773,1556444563901
5,Gravity,5.4503417,-8.026392,1.428707,1556444563901
5,3-axis Gyroscope,0.0085223755,-0.0074570784,-0.039415985,1556444563906
5,Linear Acceleration,-5.051495,17.962254,-0.2768861,1556444563906
5,Gravity,5.4441442,-8.021528,1.4787754,1556444563906
5,3-axis Accelerometer,0.22505496,9.92636,1.0103531,1556444563911
5,3-axis Gyroscope,-0.012783563,0.044742472,-0.009587673,1556444563911
5,Linear Acceleration,-5.2113123,17.943659,-0.51910067,1556444563910
5,Gravity,5.436367,-8.017299,1.5294538,1556444563911
5,3-axis Gyroscope,-0.04154658,0.11824796,0.031958908,1556444563916
5,Linear Acceleration,-5.201188,17.940525,-0.5706091,1556444563916
5,Gravity,5.426243,-8.014164,1.5809622,1556444563916
5,3-axis Accelerometer,0.4165911,9.241618,1.0103531,1556444563920
5,3-axis Gyroscope,-0.067113705,0.16831692,0.063917816,1556444563920
5,Linear Acceleration,-4.997655,17.253498,-0.62247264,1556444563921
5,Gravity,5.414246,-8.011879,1.6328257,1556444563921
5,3-axis Gyroscope,-0.088419646,0.16512102,0.07776668,1556444563926
5,Linear Acceleration,-4.9849668,17.251522,-0.673388,1556444563926
5,Gravity,5.401558,-8.009905,1.6837411,1556444563925
5,3-axis Accelerometer,0.272939,9.394848,0.8858546,1556444563930
5,3-axis Gyroscope,-0.1054644,0.14168449,0.07563608,1556444563931
5,Linear Acceleration,-5.115958,17.402699,-0.8474935,1556444563931
5,Gravity,5.3888974,-8.007852,1.7333481,1556444563931
5,3-axis Gyroscope,-0.119313255,0.10972559,0.070309594,1556444563936
5,Linear Acceleration,-5.1037226,17.400335,-0.8957406,1556444563935
5,Gravity,5.376662,-8.005487,1.7815952,1556444563936
5,3-axis Accelerometer,0.20111294,9.830592,1.0486604,1556444563941
5,3-axis Gyroscope,-0.13209683,0.07989727,0.06178722,1556444563941
5,Linear Acceleration,-5.163623,17.833511,-0.77981067,1556444563941
5,Gravity,5.3647356,-8.002918,1.8284711,1556444563940
5,3-axis Gyroscope,-0.14168449,0.05219955,0.044742472,1556444563946
5,Linear Acceleration,-5.1523113,17.830574,-0.8252522,1556444563945
5,Gravity,5.353424,-7.9999814,1.8739126,1556444563946
5,3-axis Accelerometer,0.2681506,9.950302,1.1779473,1556444563951
5,3-axis Gyroscope,-0.14274979,0.022371236,0.02450183,1556444563951
5,Linear Acceleration,-5.075048,17.946499,-0.7407701,1556444563951
5,Gravity,5.343199,-7.996196,1.9187174,1556444563951
5,3-axis Gyroscope,-0.14061919,-0.01384886,0.017044751,1556444563956
5,Linear Acceleration,-5.0653443,17.942348,-0.7845571,1556444563957
5,Gravity,5.333495,-7.9920464,1.9625044,1556444563957
5,3-axis Accelerometer,0.34476504,9.959879,1.0342951,1556444563961
5,3-axis Gyroscope,-0.14488038,-0.064983115,0.018110048,1556444563960
5,Linear Acceleration,-4.9794145,17.94722,-0.9721699,1556444563960
5,Gravity,5.3241796,-7.98734,2.006465,1556444563961
5,3-axis Gyroscope,-0.15659864,-0.11824796,0.031958908,1556444563965
5,Linear Acceleration,-4.969978,17.943134,-1.0130262,1556444563965
5,Gravity,5.314743,-7.983255,2.0473213,1556444563965
5,3-axis Accelerometer,0.35434186,9.830592,1.2210429,1556444563970
5,3-axis Gyroscope,-0.16938221,-0.15872924,0.05113425,1556444563970
5,Linear Acceleration,-4.9505486,17.810284,-0.86535335,1556444563971
5,Gravity,5.3048906,-7.9796925,2.0863962,1556444563970
5,3-axis Gyroscope,-0.17151281,-0.14274979,0.06285252,1556444563977
5,Linear Acceleration,-4.9396443,17.808136,-0.9009545,1556444563977
5,Gravity,5.2939863,-7.977545,2.1219974,1556444563977
5,3-axis Accelerometer,0.45968673,9.471462,1.2162545,1556444563982
5,3-axis Gyroscope,-0.16618632,-0.10972559,0.067113705,1556444563982
5,Linear Acceleration,-4.823243,17.44535,-0.9466486,1556444563982
5,Gravity,5.28293,-7.973889,2.162903,1556444563982
5,3-axis Gyroscope,-0.16938221,-0.1043991,0.068179004,1556444563987
5,Linear Acceleration,-4.8121,17.441399,-0.9880028,1556444563986
5,Gravity,5.2717867,-7.9699373,2.2042572,1556444563986
5,3-axis Accelerometer,0.33518824,9.524135,0.8571242,1556444563992
5,3-axis Gyroscope,-0.18003519,-0.09587672,0.068179004,1556444563992
5,Linear Acceleration,-4.925275,17.490091,-1.388194,1556444563991
5,Gravity,5.260463,-7.9659567,2.2453182,1556444563991
5,3-axis Gyroscope,-0.18749227,-0.088419646,0.07883197,1556444563996
5,Linear Acceleration,-4.9133916,17.486288,-1.4291195,1556444563996
5,Gravity,5.24858,-7.9621534,2.2862437,1556444563996
5,3-axis Accelerometer,0.25857377,9.653421,0.82360536,1556444564001
5,3-axis Gyroscope,-0.18749227,-0.08202787,0.08522376,1556444564001
5,Linear Acceleration,-4.977844,17.611551,-1.5041606,1556444564001
5,Gravity,5.2364182,-7.9581294,2.327766,1556444564000
5,3-axis Gyroscope,-0.18429637,-0.07350549,0.07989727,1556444564005
5,Linear Acceleration,-4.965639,17.607296,-1.5457537,1556444564005
5,Gravity,5.224213,-7.9538755,2.369359,1556444564005
5,3-axis Accelerometer,0.08619126,9.849746,0.61291564,1556444564011
5,3-axis Gyroscope,-0.18110047,-0.07350549,0.070309594,1556444564010
5,Linear Acceleration,-5.125909,17.799263,-1.7973934,1556444564010
5,Gravity,5.2121,-7.949517,2.410309,1556444564010
5,3-axis Gyroscope,-0.18323107,-0.08096257,0.06178722,1556444564015
5,Linear Acceleration,-5.1141663,17.794456,-1.8382574,1556444564015
5,Gravity,5.2003574,-7.94471,2.451173,1556444564015
5,3-axis Accelerometer,0.08140286,10.218452,0.62249243,1556444564020
5,3-axis Gyroscope,-0.20027582,-0.09587672,0.0692443,1556444564020
5,Linear Acceleration,-5.1069427,18.158772,-1.8680528,1556444564020
5,Gravity,5.1883454,-7.940318,2.4905453,1556444564020
5,3-axis Gyroscope,-0.22690825,-0.11824796,0.08202787,1556444564025
5,Linear Acceleration,-5.0947294,18.154575,-1.9065391,1556444564025
5,Gravity,5.176132,-7.936123,2.5290315,1556444564025
5,3-axis Accelerometer,0.22026655,10.060435,0.91937345,1556444564030
5,3-axis Gyroscope,-0.25141007,-0.14701098,0.092680834,1556444564030
5,Linear Acceleration,-4.943428,17.993095,-1.6456897,1556444564030
5,Gravity,5.1636944,-7.93266,2.5650632,1556444564030
5,3-axis Gyroscope,-0.26952013,-0.1736434,0.1033338,1556444564035
5,Linear Acceleration,-4.9309797,17.989595,-1.6812944,1556444564034
5,Gravity,5.151246,-7.9291606,2.600668,1556444564035
5,3-axis Accelerometer,0.5267244,10.041282,1.1300632,1556444564040
5,3-axis Gyroscope,-0.26738954,-0.18855755,0.11292148,1556444564040
5,Linear Acceleration,-4.611716,17.967464,-1.5047914,1556444564040
5,Gravity,5.13844,-7.9261823,2.6348546,1556444564040
5,3-axis Gyroscope,-0.24927948,-0.18749227,0.120378554,1556444564045
5,Linear Acceleration,-4.5986614,17.964016,-1.5403491,1556444564045
5,Gravity,5.1253858,-7.9227343,2.6704123,1556444564045
5,3-axis Accelerometer,0.7230489,10.060435,1.3120226,1556444564050
5,3-axis Gyroscope,-0.21625528,-0.1747087,0.117182665,1556444564050
5,Linear Acceleration,-4.389101,17.979343,-1.394854,1556444564051
5,Gravity,5.1121497,-7.918909,2.7068765,1556444564050
5,3-axis Gyroscope,-0.1736434,-0.16512102,0.094811425,1556444564056
5,Linear Acceleration,-4.376644,17.974129,-1.4333342,1556444564055
5,Gravity,5.0996933,-7.913693,2.7453568,1556444564055
5,3-axis Accelerometer,0.6751649,10.108319,1.4173675,1556444564060
5,3-axis Gyroscope,-0.13422741,-0.16405573,0.046873067,1556444564061
5,Linear Acceleration,-4.414034,18.014832,-1.3678648,1556444564061
5,Gravity,5.0891986,-7.9065127,2.7852323,1556444564061
5,3-axis Gyroscope,-0.08628905,-0.15233746,-0.0031958907,1556444564065
5,Linear Acceleration,-4.4051566,18.005201,-1.4110572,1556444564065
5,Gravity,5.0803213,-7.896882,2.8284247,1556444564066
5,3-axis Accelerometer,0.4261679,9.92636,1.3934253,1556444564070
5,3-axis Gyroscope,-0.033024207,-0.12996623,-0.045807768,1556444564070
5,Linear Acceleration,-4.6463494,17.811697,-1.4808427,1556444564070
5,Gravity,5.0725174,-7.8853374,2.874268,1556444564069
5,3-axis Gyroscope,0.017044751,-0.12357444,-0.08628905,1556444564075
5,Linear Acceleration,-4.6403894,17.798098,-1.5282425,1556444564075
5,Gravity,5.0665574,-7.8717375,2.9216678,1556444564075
5,3-axis Accelerometer,0.37828386,9.730036,1.0630256,1556444564081
5,3-axis Gyroscope,0.059656627,-0.13103153,-0.13422741,1556444564081
5,Linear Acceleration,-4.68643,17.58479,-1.9071435,1556444564082
5,Gravity,5.064714,-7.8547544,2.970169,1556444564081
5,3-axis Gyroscope,0.08202787,-0.13316211,-0.1725781,1556444564085
5,Linear Acceleration,-4.6824903,17.568419,-1.9566962,1556444564085
5,Gravity,5.0607743,-7.8383827,3.0197217,1556444564085
5,3-axis Accelerometer,0.15801731,9.619903,0.79487497,1556444564090
5,3-axis Gyroscope,0.08522376,-0.13529271,-0.19281875,1556444564091
5,Linear Acceleration,-4.9018197,17.439638,-2.2743564,1556444564091
5,Gravity,5.059837,-7.8197355,3.0692313,1556444564090
5,3-axis Gyroscope,0.07989727,-0.12996623,-0.20027582,1556444564096
5,Linear Acceleration,-4.9009194,17.420673,-2.3237054,1556444564095
5,Gravity,5.0589366,-7.80077,3.1185803,1556444564096
5,3-axis Accelerometer,0.20590134,9.572019,0.7517793,1556444564101
5,3-axis Gyroscope,0.07989727,-0.116117366,-0.20347172,1556444564101
5,Linear Acceleration,-4.8513875,17.35384,-2.416421,1556444564100
5,Gravity,5.0572886,-7.781821,3.1682003,1556444564101
5,3-axis Gyroscope,0.07670138,-0.1033338,-0.204537,1556444564105
5,Linear Acceleration,-4.848364,17.335398,-2.4661014,1556444564105
5,Gravity,5.054265,-7.763379,3.2178807,1556444564105
5,3-axis Accelerometer,0.19153613,9.993398,0.5410896,1556444564109
5,3-axis Gyroscope,0.063917816,-0.08522376,-0.19814523,1556444564110
5,Linear Acceleration,-4.859321,17.738268,-2.7263613,1556444564110
5,Gravity,5.050857,-7.7448697,3.2674508,1556444564109
5,3-axis Gyroscope,0.03728539,-0.04793836,-0.1736434,1556444564114
5,Linear Acceleration,-4.855253,17.719885,-2.7757912,1556444564114
5,Gravity,5.046789,-7.7264876,3.3168807,1556444564115
5,3-axis Accelerometer,0.20590134,10.0987425,0.7134721,1556444564120
5,3-axis Gyroscope,0.009587673,0.017044751,-0.13209683,1556444564119
5,Linear Acceleration,-4.834278,17.80793,-2.6533396,1556444564119
5,Gravity,5.0401793,-7.709187,3.3668118,1556444564120
5,3-axis Gyroscope,-0.005326485,0.08202787,-0.088419646,1556444564126
5,Linear Acceleration,-4.825225,17.79122,-2.7047064,1556444564126
5,Gravity,5.031126,-7.692477,3.4181786,1556444564126
5,3-axis Accelerometer,0.4357447,9.552865,1.0869676,1556444564130
5,3-axis Gyroscope,-0.02769772,0.07989727,-0.068179004,1556444564131
5,Linear Acceleration,-4.584865,17.229912,-2.3810039,1556444564131
5,Gravity,5.02061,-7.6770463,3.4679716,1556444564130
5,3-axis Gyroscope,-0.058591332,0.020240642,-0.0692443,1556444564134
5,Linear Acceleration,-4.5748987,17.21481,-2.4284935,1556444564134
5,Gravity,5.0106435,-7.6619434,3.5154612,1556444564135
5,3-axis Accelerometer,0.31124622,9.648633,1.2593501,1556444564140
5,3-axis Gyroscope,-0.08735435,-0.02769772,-0.07350549,1556444564140
5,Linear Acceleration,-4.691639,17.29541,-2.2999094,1556444564140
5,Gravity,5.0028853,-7.6467767,3.5592594,1556444564140
5,3-axis Gyroscope,-0.10013791,-0.026632423,-0.07670138,1556444564145
5,Linear Acceleration,-4.6824126,17.28026,-2.3450959,1556444564144
5,Gravity,4.993659,-7.631627,3.604446,1556444564144
5,3-axis Accelerometer,0.320823,9.80665,1.364695,1556444564149
5,3-axis Gyroscope,-0.1022685,-0.019175345,-0.07137489,1556444564149
5,Linear Acceleration,-4.66397,17.423046,-2.2839699,1556444564150
5,Gravity,4.984793,-7.616395,3.648665,1556444564149
5,3-axis Gyroscope,-0.09800732,0.0,-0.057526033,1556444564154
5,Linear Acceleration,-4.6541653,17.407848,-2.3287663,1556444564154
5,Gravity,4.9749885,-7.6011987,3.6934614,1556444564154
5,3-axis Accelerometer,0.51235914,9.710882,1.7908629,1556444564159
5,3-axis Gyroscope,-0.088419646,0.031958908,-0.04793836,1556444564159
5,Linear Acceleration,-4.451907,17.296736,-1.9482921,1556444564159
5,Gravity,4.9642663,-7.585854,3.739155,1556444564159
5,3-axis Gyroscope,-0.063917816,0.1033338,-0.046873067,1556444564164
5,Linear Acceleration,-4.439717,17.280704,-1.9966344,1556444564163
5,Gravity,4.952076,-7.569822,3.7874973,1556444564164
5,3-axis Accelerometer,0.7326257,9.830592,1.6663644,1556444564169
5,3-axis Gyroscope,-0.026632423,0.10013791,-0.053264845,1556444564169
5,Linear Acceleration,-4.2074747,17.38324,-2.170732,1556444564169
5,Gravity,4.9401007,-7.5526485,3.8370965,1556444564169
5,3-axis Gyroscope,-0.0042611877,0.044742472,-0.07457078,1556444564173
5,Linear Acceleration,-4.197199,17.36496,-2.219574,1556444564174
5,Gravity,4.9298244,-7.5343685,3.8859384,1556444564174
5,3-axis Accelerometer,0.58897364,10.093954,1.2114661,1556444564179
5,3-axis Gyroscope,0.0042611877,-0.020240642,-0.092680834,1556444564179
5,Linear Acceleration,-4.332579,17.60907,-2.72195,1556444564179
5,Gravity,4.9215527,-7.5151153,3.9334161,1556444564179
5,3-axis Gyroscope,0.0042611877,-0.08202787,-0.091615535,1556444564183
5,Linear Acceleration,-4.325315,17.589645,-2.7678258,1556444564184
5,Gravity,4.9142885,-7.495692,3.979292,1556444564184
5,3-axis Accelerometer,0.51714754,10.113108,0.79487497,1556444564189
5,3-axis Gyroscope,0.0,-0.113986775,-0.07457078,1556444564189
5,Linear Acceleration,-4.389975,17.589565,-3.229191,1556444564189
5,Gravity,4.9071226,-7.476458,4.024066,1556444564189
5,3-axis Gyroscope,-0.011718267,-0.12463974,-0.050068956,1556444564194
5,Linear Acceleration,-4.3821416,17.570906,-3.2731235,1556444564194
5,Gravity,4.899289,-7.457798,4.0679984,1556444564194
5,3-axis Accelerometer,0.51235914,9.677363,0.7422025,1556444564199
5,3-axis Gyroscope,-0.033024207,-0.13103153,-0.028763017,1556444564198
5,Linear Acceleration,-4.3784122,17.117214,-3.3686821,1556444564199
5,Gravity,4.8907714,-7.439851,4.1108847,1556444564199
5,3-axis Gyroscope,-0.045807768,-0.14701098,-0.02450183,1556444564204
5,Linear Acceleration,-4.369808,17.099365,-3.4109542,1556444564203
5,Gravity,4.8821673,-7.4220023,4.1531568,1556444564204
5,3-axis Accelerometer,0.1436521,9.524135,0.81881696,1556444564209
5,3-axis Gyroscope,-0.04900366,-0.175774,-0.039415985,1556444564209
5,Linear Acceleration,-4.731398,16.927776,-3.375272,1556444564209
5,Gravity,4.87505,-7.4036407,4.194089,1556444564208
5,3-axis Gyroscope,-0.057526033,-0.21838588,-0.05646074,1556444564213
5,Linear Acceleration,-4.7255774,16.908945,-3.415043,1556444564214
5,Gravity,4.8692293,-7.384811,4.23386,1556444564214
5,3-axis Accelerometer,-0.20590134,9.524135,0.90500826,1556444564219
5,3-axis Gyroscope,-0.07137489,-0.23116943,-0.063917816,1556444564218
5,Linear Acceleration,-5.070079,16.889994,-3.3674936,1556444564218
5,Gravity,4.8641777,-7.3658595,4.272502,1556444564219
5,3-axis Gyroscope,-0.07883197,-0.2087982,-0.07563608,1556444564224
5,Linear Acceleration,-5.065027,16.870691,-3.4063,1556444564224
5,Gravity,4.859126,-7.346557,4.3113084,1556444564224
5,3-axis Accelerometer,-0.320823,9.581595,0.80445176,1556444564228
5,3-axis Gyroscope,-0.07457078,-0.15340276,-0.09800732,1556444564229
5,Linear Acceleration,-5.174197,16.908024,-3.547397,1556444564229
5,Gravity,4.853374,-7.326429,4.3518486,1556444564229
5,3-axis Gyroscope,-0.04900366,0.020240642,-0.12677033,1556444564234
5,Linear Acceleration,-5.1659107,16.886406,-3.5927346,1556444564233
5,Gravity,4.8450875,-7.3048115,4.3971863,1556444564233
5,3-axis Accelerometer,-0.4309563,9.715671,0.80924016,1556444564238
5,3-axis Gyroscope,-0.0031958907,0.18003519,-0.15020686,1556444564239
5,Linear Acceleration,-5.2650566,16.997007,-3.6386807,1556444564239
5,Gravity,4.8341002,-7.2813373,4.447921,1556444564239
5,3-axis Gyroscope,0.02769772,0.26312834,-0.16085984,1556444564244
5,Linear Acceleration,-5.2524285,16.972332,-3.6923883,1556444564244
5,Gravity,4.821472,-7.256662,4.5016284,1556444564243
5,3-axis Accelerometer,-0.2777274,10.13705,0.5506664,1556444564248
5,3-axis Gyroscope,0.034089502,0.30254433,-0.16618632,1556444564248
5,Linear Acceleration,-5.085655,17.368492,-4.0057,1556444564248
5,Gravity,4.8079276,-7.231442,4.5563664,1556444564249
5,3-axis Gyroscope,0.017044751,0.3163932,-0.15553336,1556444564254
5,Linear Acceleration,-5.0712175,17.343775,-4.059751,1556444564254
5,Gravity,4.79349,-7.2067256,4.6104174,1556444564253
5,3-axis Accelerometer,0.11971009,10.160992,0.8571242,1556444564258
5,3-axis Gyroscope,-0.012783563,0.3100014,-0.1384886,1556444564258
5,Linear Acceleration,-4.6586075,17.343735,-3.8061647,1556444564258
5,Gravity,4.7783175,-7.182744,4.663289,1556444564259
5,3-axis Gyroscope,-0.044742472,0.26738954,-0.12783563,1556444564264
